id, AccountGameNumber, SeasonGameNumber, Rank, Map, PlacementMatch, IfPlacementWLD, createdAt, updatedAt, GamertagId, SeasonNumber, UserUuid
192,2010,192,3163,Hanamura,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
193,2011,193,3184,Watchpoint: Gibraltar,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
194,2012,194,3206,Route 66,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
195,2013,195,3206,Volskaya Industries,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
196,2014,196,3182,Eichenwalde,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
197,2015,197,3201,Nepal,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
198,2016,198,3220,Temple of Anubis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
199,2017,199,3191,Horizon Lunar Colony,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
200,2018,200,3164,Numbani,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
201,2019,201,3138,Lijiang Tower,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
202,2020,202,3165,Dorado,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
203,2021,203,3141,Ilios,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
204,2022,204,3167,Volskaya Industries,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
205,2023,205,3191,Route 66,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
206,2024,206,3218,Hanamura,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
207,2025,207,3191,Numbani,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
208,2026,208,3167,Oasis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
209,2027,209,3142,Watchpoint: Gibraltar,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
210,2028,210,3168,Hollywood,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
211,2029,211,3149,King's Row,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
212,2030,212,3167,Dorado,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
213,2031,213,3146,Numbani,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
214,2032,214,3120,Volskaya Industries,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
215,2033,215,3096,Junkertown,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
216,2034,216,3119,Hanamura,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
217,2035,217,3139,Watchpoint: Gibraltar,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
218,2036,218,3159,Route 66,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
219,2037,219,3184,Temple of Anubis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
220,2038,220,3156,Lijiang Tower,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
221,2039,221,3135,Lijiang Tower,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
222,2040,222,3105,Hollywood,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
223,2041,223,3124,Junkertown,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
224,2042,224,3094,Nepal,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
225,2043,225,3120,Volskaya Industries,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
226,2044,226,3143,Dorado,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
227,2045,227,3168,Ilios,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
228,2046,228,3189,Hanamura,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
229,2047,229,3165,Eichenwalde,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
230,2048,230,3189,Watchpoint: Gibraltar,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
231,2049,231,3161,Watchpoint: Gibraltar,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
232,2050,232,3135,Oasis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
233,2051,233,3149,Route 66,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
234,2052,234,3122,Nepal,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
235,2053,235,3096,Horizon Lunar Colony,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
236,2054,236,3068,Numbani,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
237,2055,237,3038,Hollywood,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
238,2056,238,3057,Eichenwalde,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
239,2057,239,3057,Hanamura,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
240,2058,240,3081,Nepal,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
241,2059,241,3059,Watchpoint: Gibraltar,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
242,2060,242,3037,Temple of Anubis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
243,2061,243,3019,King's Row,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
244,2062,244,3036,Oasis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
245,2063,245,3061,Volskaya Industries,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
246,2064,246,3081,Ilios,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
247,2065,247,3031,DISCONNECT,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
248,2066,248,3058,Lijiang Tower,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
249,2067,249,3036,Hanamura,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
250,2068,250,3015,Numbani,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
251,2069,251,3041,Hollywood,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
252,2070,252,3070,Volskaya Industries,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
253,2071,253,3098,Horizon Lunar Colony,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
254,2072,254,3073,Dorado,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
255,2073,255,3101,Hollywood,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
256,2074,256,3078,Junkertown,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
257,2075,257,3056,Oasis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
258,2076,258,3034,Route 66,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
259,2077,259,3034,Temple of Anubis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
260,2078,260,3060,Nepal,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
261,2079,261,3037,Numbani,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
262,2080,262,3064,Hanamura,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
263,2081,263,3094,Lijiang Tower,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
264,2082,264,3114,King's Row,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
265,2083,265,3089,Temple of Anubis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
266,2084,266,3111,Watchpoint: Gibraltar,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
267,2085,267,3132,Nepal,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
268,2086,268,3154,Eichenwalde,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
269,2087,269,3179,Hollywood,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
270,2088,270,3202,Route 66,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
271,2089,271,3223,Eichenwalde,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
272,2090,272,3199,King's Row,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
273,2091,273,3172,Oasis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
274,2092,274,3200,Hanamura,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
275,2093,275,3176,Route 66,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
276,2094,276,3197,Eichenwalde,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
277,2095,277,3172,Numbani,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
278,2096,278,3152,Hollywood,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
279,2097,279,3177,Junkertown,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
280,2098,280,3200,Ilios,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
281,2099,281,3226,Horizon Lunar Colony,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
282,2100,282,3250,Route 66,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
283,2101,283,3227,King's Row,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
284,2102,284,3200,Numbani,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
285,2103,285,3177,Hollywood,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
286,2104,286,3197,Oasis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
287,2105,287,3176,Dorado,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
288,2106,288,3151,Hanamura,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
289,2107,289,3173,Nepal,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
290,2108,290,3153,Lijiang Tower,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
291,2109,291,3129,Temple of Anubis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
292,2110,292,3104,Junkertown,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
293,2111,293,3127,Watchpoint: Gibraltar,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
294,2112,294,3103,Volskaya Industries,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
295,2113,295,3082,Horizon Lunar Colony,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
296,2114,296,3059,Junkertown,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
297,2115,297,3078,Ilios,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
298,2116,298,3102,Eichenwalde,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
299,2117,299,3125,Route 66,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
300,2118,300,3150,Horizon Lunar Colony,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
301,2119,301,3126,Nepal,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
302,2120,302,3104,Numbani,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
303,2121,303,3083,Eichenwalde,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
304,2122,304,3058,Hollywood,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
305,2123,305,3028,Watchpoint: Gibraltar,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
306,2124,306,3003,Oasis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
307,2125,307,2980,Volskaya Industries,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
308,2126,308,3003,Ilios,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
309,2127,309,3023,Horizon Lunar Colony,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
310,2128,310,3041,King's Row,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
311,2129,311,3060,Ilios,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
312,2130,312,3038,Dorado,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
313,2131,313,3060,Watchpoint: Gibraltar,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
314,2132,314,3084,Junkertown,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
315,2133,315,3059,Route 66,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
316,2134,316,3082,Hanamura,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
317,2135,317,3061,Nepal,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
318,2136,318,3037,Temple of Anubis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
319,2137,319,3061,Lijiang Tower,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
320,2138,320,3082,Oasis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
321,2139,321,3055,Horizon Lunar Colony,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
322,2140,322,3033,Hanamura,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
323,2141,323,3054,Watchpoint: Gibraltar,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
324,2142,324,3027,Lijiang Tower,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
325,2143,325,3051,Route 66,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
326,2144,326,3075,Junkertown,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
327,2145,327,3103,Numbani,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
328,2146,328,3123,Temple of Anubis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
329,2147,329,3148,Horizon Lunar Colony,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
330,2148,330,3121,Nepal,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
331,2149,331,3094,Oasis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
332,2150,332,3065,Horizon Lunar Colony,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
333,2151,333,3084,Nepal,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
334,2152,334,3061,Numbani,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
335,2153,335,3091,Volskaya Industries,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
336,2154,336,3111,Route 66,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
337,2155,337,3089,Horizon Lunar Colony,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
338,2156,338,3062,Ilios,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
339,2157,339,3037,Temple of Anubis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
340,2158,340,3061,Oasis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
341,2159,341,3038,Ilios,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
342,2160,342,3014,Junkertown,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
343,2161,343,3014,Volskaya Industries,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
344,2162,344,3038,Numbani,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
345,2163,345,3016,Hanamura,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
346,2164,346,2992,Numbani,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
347,2165,347,2970,Temple of Anubis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
348,2166,348,2946,Eichenwalde,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
349,2167,349,2969,Watchpoint: Gibraltar,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
350,2168,350,2989,Junkertown,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
351,2169,351,2967,Horizon Lunar Colony,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
352,2170,352,2943,Route 66,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
353,2171,353,2970,Lijiang Tower,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
354,2172,354,3000,Temple of Anubis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
355,2173,355,3022,Hanamura,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
356,2174,356,3049,Volskaya Industries,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
357,2175,357,3021,Watchpoint: Gibraltar,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
358,2176,358,2993,Eichenwalde,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
359,2177,359,3016,Ilios,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
360,2178,360,3042,Horizon Lunar Colony,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,6,92323138-f458-417b-894a-63363bb88fe2
361,2179,1,0,Placements,1,W,1000-01-01 00:00:00,1000-01-01 00:00:00,1,7,92323138-f458-417b-894a-63363bb88fe2
362,2180,2,0,Placements,1,W,1000-01-01 00:00:00,1000-01-01 00:00:00,1,7,92323138-f458-417b-894a-63363bb88fe2
363,2181,3,0,Placements,1,W,1000-01-01 00:00:00,1000-01-01 00:00:00,1,7,92323138-f458-417b-894a-63363bb88fe2
364,2182,4,0,Placements,1,W,1000-01-01 00:00:00,1000-01-01 00:00:00,1,7,92323138-f458-417b-894a-63363bb88fe2
365,2183,5,0,Placements,1,L,1000-01-01 00:00:00,1000-01-01 00:00:00,1,7,92323138-f458-417b-894a-63363bb88fe2
366,2184,6,0,Placements,1,L,1000-01-01 00:00:00,1000-01-01 00:00:00,1,7,92323138-f458-417b-894a-63363bb88fe2
367,2185,7,0,Placements,1,L,1000-01-01 00:00:00,1000-01-01 00:00:00,1,7,92323138-f458-417b-894a-63363bb88fe2
368,2186,8,0,Placements,1,L,1000-01-01 00:00:00,1000-01-01 00:00:00,1,7,92323138-f458-417b-894a-63363bb88fe2
369,2187,9,0,Placements,1,L,1000-01-01 00:00:00,1000-01-01 00:00:00,1,7,92323138-f458-417b-894a-63363bb88fe2
370,2188,10,2982,Placements,1,L,1000-01-01 00:00:00,1000-01-01 00:00:00,1,7,92323138-f458-417b-894a-63363bb88fe2
371,2189,11,2956,Ilios,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,7,92323138-f458-417b-894a-63363bb88fe2
372,2190,12,2931,Eichenwalde,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,7,92323138-f458-417b-894a-63363bb88fe2
373,2191,13,2906,Watchpoint: Gibraltar,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,7,92323138-f458-417b-894a-63363bb88fe2
374,2192,14,2930,Nepal,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,7,92323138-f458-417b-894a-63363bb88fe2
375,2193,15,2904,Hollywood,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,7,92323138-f458-417b-894a-63363bb88fe2
376,2194,16,2930,Hanamura,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,7,92323138-f458-417b-894a-63363bb88fe2
377,2195,17,2955,King's Row,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,7,92323138-f458-417b-894a-63363bb88fe2
378,2196,18,2938,Horizon Lunar Colony,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,7,92323138-f458-417b-894a-63363bb88fe2
379,2197,19,2957,Junkertown,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,7,92323138-f458-417b-894a-63363bb88fe2
380,2198,20,2984,Oasis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,7,92323138-f458-417b-894a-63363bb88fe2
381,2199,21,3004,Dorado,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,7,92323138-f458-417b-894a-63363bb88fe2
382,2200,22,3025,Hollywood,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,7,92323138-f458-417b-894a-63363bb88fe2
383,2201,23,3000,Lijiang Tower,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,1,7,92323138-f458-417b-894a-63363bb88fe2
